State,State Code,Insurance Company,DME Supplier,DME URL
Colorado,CO,The Empire Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,The Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Tricare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Tricare Overseas,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Tricare West,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Trilogy,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,TRPN,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Tru Pace,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Trustmark,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Tufts Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Ucare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UHC ALL SAVERS,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UHC SHARED SERVICES,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UHC STUDENT RESOURCES,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UHC SUREST,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UHIS,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UMR,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UMWA Health & Retirement Funds,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Unicare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Healthcare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Healthcare  Commercial and Medicare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Healthcare All Savers,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Healthcare Medicaid,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Healthcare Shared Services,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,United Student Resources,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,UPMC,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,US Family Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,USA MANAGED CARE ORGANIZATIONS,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Valenz,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Valenz f.k.a United Claim Solutions (PPO Network),Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,WebTPA,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Wellcare,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,WellFirst Health,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,WellMed,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,World Trade Center,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,Zelis,Motif Medical,https://motifmedical.com/insurance/qualify
Colorado,CO,ZENITH ADMIN,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Aetna Better Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,A&S Financial,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Access Health Services - TPA,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Aetna,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Aetna Atlantic Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Aetna National,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Affinity,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Alignment Healthcare,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Alignment Healthcare fka Citizens Choice Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,All Florida PPO,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,All Savers Health Plans,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Allegiance,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Alliant Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Allied Health Benefits,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AllWays Health Partners,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Allwell Sunshine State Health Plan -,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Alternative Insurance Resources,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Ambetter,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AmBetter Commercial,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Ambetter Sunshine State Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AmeriBen,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,America's Choice Provider Network,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,American Health Advantage of Florida,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,American Health Plans,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,American Healthcare Alliance,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,American PPO,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AmeriGroup,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AmeriHealth,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AmeriHealth Caritas Florida fka Prestige Health Choice,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Ametros,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Ancillary Care Services,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Anthem BCBCS,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Anthem BCBS,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Anthem Blue Cross Blue Shield,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Anthem Medicaid,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Arcbest Corporation,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,ASMED Health Partnership,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,ASURIS,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Atrio Health Plans,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AvMed,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AvMed Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,AXA Assistance,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Badger Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,BayCare Plus,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,BCE Emergis,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Beacon Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Beech Street,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Benefit Assistance Corp,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Best Choice Plus,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Best Doctors,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Blue Benefit Administrators,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Blue Cross Blue Shield,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Blue Cross Blue Shield of Florida (CareCentrix),Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Bluegrass Family Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,BMI Benefits LLC,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Boulder Admin,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Bright Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Buckeye Community Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CAPITAL HEALTH,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CareFirst BCBS,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Careington International,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CarePlus Health Plans,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Caresource,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,"CareValent Custom Design Benefits, Inc.",Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CAREVALENT GILSBAR,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CareValent Stillwater,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,"Catholic Special Needs Plan, LLC DBA ArchCare Advantage",Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cedar Valley Community Healthcare,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cedar Valley Hospice - Transportation,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Centene,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Centivo,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Century Health Solutions,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cerner Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CHAMP VA,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CHCS Services,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CHN Solutions,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Choice Care Network,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cigna,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Clear Health Alliance,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Clear Spring Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,ClearPrice Networks,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CMN Inc. Global,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Coastal Care Services,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cofinity Health Benefits,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Common Ground Health Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Commonwealth Care Alliance,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Community Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Community Care Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Community Health Options,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Compass Rose Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CompDME,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Connecticare,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CONSOCIATE CARE,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Continental Benefits,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Cook County Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CoreSource,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Country Financial,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Coventry Health Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,CuraeChoice,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Delta Health Systems,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Deseret Mutual Benefit Administrators,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Doctors Health Plans,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Eagle Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,EBMS,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,EBPA,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Emblem Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Employer's Choice Network (ECN),Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Employers Health Network,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Exceedent,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Excellus BlueCross BlueShield,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,EZ Comp Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Fidelis Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,First Choice Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida Blue,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida Blue Cross Blue Shield - Carecentrix,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida Community Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida First,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida Health Care,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Florida Hospital Health System,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,florida municipal insurance trust,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Freedom Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Friday Health Plan,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Galaxy Health Network,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Gateway Health,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,GEHA,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Geisinger,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Gilsbar,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,global excel management,Motif Medical,https://motifmedical.com/insurance/qualify
Florida,FL,Great Southern Life Co,Motif Medical,https://motifmedical.com/insurance/qualify
